69161,2,2,0,0,0,0,0,0,0,0,28,2,1
69161,2,2,0,0,0,0,0,0,0,0,28,2,1
69161,2,2,0,0,0,0,0,0,0,0,28,2,1
69162,2,2,0,0,0,0,0,0,0,0,28,2,1
69162,2,2,0,0,0,0,0,0,0,0,28,2,1
69163,2,2,0,0,0,0,0,0,0,0,28,2,1
69164,2,2,0,0,0,0,0,0,0,0,28,2,1
69164,2,2,0,0,0,0,0,0,0,0,28,2,1
69164,2,2,0,0,0,0,0,0,0,0,28,2,1
69164,2,2,0,0,0,0,0,0,0,0,28,2,1
69165,2,2,0,0,0,0,0,0,0,0,28,2,1
69165,2,2,0,0,0,0,0,0,0,0,28,2,1
69165,2,2,0,0,0,0,0,0,0,0,28,2,1
69166,2,2,0,0,0,0,0,0,0,0,28,2,1
69166,2,2,0,0,0,0,0,0,0,0,28,2,1
69166,2,2,0,0,0,0,0,0,0,0,28,2,1
69166,2,2,0,0,0,0,0,0,0,0,28,2,1
69167,2,2,0,0,0,0,0,0,0,0,28,2,1
69168,2,2,0,0,0,0,0,0,0,0,28,2,1
69168,2,2,0,0,0,0,0,0,0,0,28,2,1
69169,2,2,0,0,0,0,0,0,0,0,28,2,1
69169,2,2,0,0,0,0,0,0,0,0,28,2,1
69169,2,2,0,0,0,0,0,0,0,0,28,2,1
69169,2,2,0,0,0,0,0,0,0,0,28,2,1
69170,2,2,0,0,0,0,0,0,0,0,28,2,1
69170,2,2,0,0,0,0,0,0,0,0,28,2,1
69170,2,2,0,0,0,0,0,0,0,0,28,2,1
69171,2,2,0,0,0,0,0,0,0,0,28,2,1
69171,2,2,0,0,0,0,0,0,0,0,28,2,1
69171,2,2,0,0,0,0,0,0,0,0,28,2,1
69171,2,2,0,0,0,0,0,0,0,0,28,2,1
69172,2,2,0,0,0,0,0,0,0,0,28,2,1
69172,2,2,0,0,0,0,0,0,0,0,28,2,1
69173,2,2,0,0,0,0,0,0,0,0,28,2,1
69173,2,2,0,0,0,0,0,0,0,0,28,2,1
69174,2,2,0,0,0,0,0,0,0,0,28,2,1
69174,2,2,0,0,0,0,0,0,0,0,28,2,1
69174,2,2,0,0,0,0,0,0,0,0,28,2,1
69175,2,2,0,0,0,0,0,0,0,0,28,2,1
69175,2,2,0,0,0,0,0,0,0,0,28,2,1
69175,2,2,0,0,0,0,0,0,0,0,28,2,1
69176,2,2,0,0,0,0,0,0,0,0,28,2,1
69176,2,2,0,0,0,0,0,0,0,0,28,2,1
69176,2,2,0,0,0,0,0,0,0,0,28,2,1
69176,2,2,0,0,0,0,0,0,0,0,28,2,1
69177,2,2,0,0,0,0,0,0,0,0,28,2,1
69177,2,2,0,0,0,0,0,0,0,0,28,2,1
69178,2,2,0,0,0,0,0,0,0,0,28,2,1
69179,2,2,0,0,0,0,0,0,0,0,28,2,1
69179,2,2,0,0,0,0,0,0,0,0,28,2,1
69179,2,2,0,0,0,0,0,0,0,0,28,2,1
69179,2,2,0,0,0,0,0,0,0,0,28,2,1
69180,2,2,0,0,0,0,0,0,0,0,28,2,1
69180,2,2,0,0,0,0,0,0,0,0,28,2,1
69180,2,2,0,0,0,0,0,0,0,0,28,2,1
69181,2,2,0,0,0,0,0,0,0,0,28,2,1
69181,2,2,0,0,0,0,0,0,0,0,28,2,1
69181,2,2,0,0,0,0,0,0,0,0,28,2,1
69181,2,2,0,0,0,0,0,0,0,0,28,2,1
69182,2,2,0,0,0,0,0,0,0,0,28,2,1
69182,2,2,0,0,0,0,0,0,0,0,28,2,1
69183,2,2,0,0,0,0,0,0,0,0,28,2,1
69183,2,2,0,0,0,0,0,0,0,0,28,2,1
69184,2,2,0,0,0,0,0,0,0,0,28,2,1
69184,2,2,0,0,0,0,0,0,0,0,28,2,1
69184,2,2,0,0,0,0,0,0,0,0,28,2,1
69185,2,2,0,0,0,0,0,0,0,0,28,2,1
69185,2,2,0,0,0,0,0,0,0,0,28,2,1
69185,2,2,0,0,0,0,0,0,0,0,28,2,1
69185,2,2,0,0,0,0,0,0,0,0,28,2,1
69186,2,2,0,0,0,0,0,0,0,0,28,2,1
69186,2,2,0,0,0,0,0,0,0,0,28,2,1
69186,2,2,0,0,0,0,0,0,0,0,28,2,1
69187,2,2,0,0,0,0,0,0,0,0,28,2,1
69187,2,2,0,0,0,0,0,0,0,0,28,2,1
69188,2,2,0,0,0,0,0,0,0,0,28,2,1
69188,2,2,0,0,0,0,0,0,0,0,28,2,1
69189,2,2,0,0,0,0,0,0,0,0,28,2,1
69189,2,2,0,0,0,0,0,0,0,0,28,2,1
69189,2,2,0,0,0,0,0,0,0,0,28,2,1
69189,2,2,0,0,0,0,0,0,0,0,28,2,1
69190,2,2,0,0,0,0,0,0,0,0,28,2,1
69190,2,2,0,0,0,0,0,0,0,0,28,2,1
69190,2,2,0,0,0,0,0,0,0,0,28,2,1
69191,2,2,0,0,0,0,0,0,0,0,28,2,1
69191,2,2,0,0,0,0,0,0,0,0,28,2,1
69191,2,2,0,0,0,0,0,0,0,0,28,2,1
69191,2,2,0,0,0,0,0,0,0,0,28,2,1
69192,2,2,0,0,0,0,0,0,0,0,28,2,1
69193,2,2,0,0,0,0,0,0,0,0,28,2,1
69193,2,2,0,0,0,0,0,0,0,0,28,2,1
69194,2,2,0,0,0,0,0,0,0,0,28,2,1
69194,2,2,0,0,0,0,0,0,0,0,28,2,1
69194,2,2,0,0,0,0,0,0,0,0,28,2,1
69194,2,2,0,0,0,0,0,0,0,0,28,2,1
69195,2,2,0,0,0,0,0,0,0,0,28,2,1
69195,2,2,0,0,0,0,0,0,0,0,28,2,1
69195,2,2,0,0,0,0,0,0,0,0,28,2,1
69196,2,2,0,0,0,0,0,0,0,0,28,2,1
69196,2,2,0,0,0,0,0,0,0,0,28,2,1
69196,2,2,0,0,0,0,0,0,0,0,28,2,1
69196,2,2,0,0,0,0,0,0,0,0,28,2,1
69197,2,2,0,0,0,0,0,0,0,0,28,2,1
69197,2,2,0,0,0,0,0,0,0,0,28,2,1
69198,2,2,0,0,0,0,0,0,0,0,28,2,0
69199,2,2,0,0,0,0,0,0,0,0,28,2,0
69199,2,2,0,0,0,0,0,0,0,0,28,2,0
69199,2,2,0,0,0,0,0,0,0,0,28,2,0
69199,2,2,0,0,0,0,0,0,0,0,28,2,0
69200,2,2,0,0,0,0,0,0,0,0,28,2,0
69200,2,2,0,0,0,0,0,0,0,0,28,2,0
69200,2,2,0,0,0,0,0,0,0,0,28,2,0
69204,2,2,0,0,0,0,0,0,0,0,28,2,1
69204,2,2,0,0,0,0,0,0,0,0,28,2,1
69205,2,2,0,0,0,0,0,0,0,0,28,2,1
69205,2,2,0,0,0,0,0,0,0,0,28,2,1
69205,2,2,0,0,0,0,0,0,0,0,28,2,1
69206,2,2,0,0,0,0,0,0,0,0,28,2,1
69206,2,2,0,0,0,0,0,0,0,0,28,2,1
69206,2,2,0,0,0,0,0,0,0,0,28,2,1
69206,2,2,0,0,0,0,0,0,0,0,28,2,1
69207,2,2,0,0,0,0,0,0,0,0,28,2,1
69207,2,2,0,0,0,0,0,0,0,0,28,2,1
69208,2,2,0,0,0,0,0,0,0,0,28,2,1
69209,2,2,0,0,0,0,0,0,0,0,28,2,1
69209,2,2,0,0,0,0,0,0,0,0,28,2,1
69209,2,2,0,0,0,0,0,0,0,0,28,2,1
69209,2,2,0,0,0,0,0,0,0,0,28,2,1
69210,2,2,0,0,0,0,0,0,0,0,28,2,1
69210,2,2,0,0,0,0,0,0,0,0,28,2,1
69210,2,2,0,0,0,0,0,0,0,0,28,2,1
69210,2,2,0,0,0,0,0,0,0,0,28,2,1
69211,2,3,0,0,0,0,0,0,0,0,28,2,1
69211,2,3,0,0,0,0,0,0,0,0,28,2,1
69212,2,3,0,0,0,0,0,0,0,0,28,2,1
69212,2,3,0,0,0,0,0,0,0,0,28,2,1
69213,2,3,0,0,0,0,0,0,0,0,28,2,1
69214,2,3,0,0,0,0,0,0,0,0,28,2,1
69214,2,3,0,0,0,0,0,0,0,0,28,2,1
69214,2,3,0,0,0,0,0,0,0,0,28,2,1
69215,2,3,0,0,0,0,0,0,0,0,28,2,1
69215,2,3,0,0,0,0,0,0,0,0,28,2,1
69215,2,3,0,0,0,0,0,0,0,0,28,2,1
69215,2,3,0,0,0,0,0,0,0,0,28,2,1
69216,2,3,0,0,0,0,0,0,0,0,28,2,1
69216,2,3,0,0,0,0,0,0,0,0,28,2,1
69216,2,3,0,0,0,0,0,0,0,0,28,2,1
69216,2,3,0,0,0,0,0,0,0,0,28,2,1
69217,2,3,0,0,0,0,0,0,0,0,28,2,1
